molecule_chembl_id,canonical_smiles,standard_value,0
CHEMBL1346880,O=C(Nc1ccccn1)NC12CC3CC(CC(C3)C1)C2,1498.0,intermediate
CHEMBL2392749,O=C(Nc1cccnc1)NC12CC3CC(CC(C3)C1)C2,113.0,active
CHEMBL2392748,O=C(Nc1ccncc1)NC12CC3CC(CC(C3)C1)C2,174.0,active
CHEMBL2392747,Nc1ccc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)cc1,0.7,active
CHEMBL2392746,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)c1C,31.0,active
CHEMBL2392745,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)n1,17.0,active
CHEMBL2392744,Cc1nc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)oc1C,13.0,active
CHEMBL2392743,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)no1,292.0,active
CHEMBL2392742,COc1ccc(NS(=O)(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)nn1,7.0,active
CHEMBL2392741,O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1)NC12CC3CC(CC(C3)C1)C2,19.0,active
CHEMBL2392692,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(Br)cc3OC(F)(F)F)CC2)n1,3.0,active
CHEMBL2392691,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(OC)cc3C(F)(F)F)CC2)n1,2.0,active
CHEMBL2392690,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(F)cc3C(F)(F)F)CC2)n1,50.0,active
CHEMBL2392706,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3OC(F)(F)F)CC2)n1,3.0,active
CHEMBL2392704,CNc1cc(C)cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,100.0,active
CHEMBL2392701,CNc1cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(C)n1,80.0,active
CHEMBL2392698,COCCNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392697,Cc1nc(N2CCOCC2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,3.0,active
CHEMBL2392696,Cc1nc(NC(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,10.0,active
CHEMBL2392695,Cc1nc(N(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,16.0,active
CHEMBL2392694,CNc1nc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,63.0,active
CHEMBL2392715,CCc1nc(NC)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,80.0,active
CHEMBL2392714,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,100.0,active
CHEMBL2392712,CNc1nc(NC)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,100.0,active
CHEMBL2392692,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(Br)cc3OC(F)(F)F)CC2)n1,0.5,active
CHEMBL2392691,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(OC)cc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392690,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(F)cc3C(F)(F)F)CC2)n1,3.0,active
CHEMBL2392689,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C#N)CC2)n1,80.0,active
CHEMBL2392688,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3)CC2)n1,200.0,active
CHEMBL2392710,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(OC(F)(F)F)cc3)CC2)n1,400.0,active
CHEMBL2392709,CNc1nc(C)nc(N2CCC(C(=O)NCc3cccc(OC(F)(F)F)c3)CC2)n1,630.0,active
CHEMBL2392708,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3OC)CC2)n1,1600.0,intermediate
CHEMBL2392707,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C)CC2)n1,200.0,active
CHEMBL2392706,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3OC(F)(F)F)CC2)n1,1.0,active
CHEMBL2392705,CNc1cc(C)cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)c1,32.0,active
CHEMBL2392704,CNc1cc(C)cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,10.0,active
CHEMBL2392703,CNc1cc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)c1,1585.0,intermediate
CHEMBL2392702,CNc1cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)cc(C)n1,126.0,active
CHEMBL2392701,CNc1cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(C)n1,5.0,active
CHEMBL2392700,CNc1cc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,160.0,active
CHEMBL2392699,CNc1nc(C)cc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,40.0,active
CHEMBL2392698,COCCNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392697,Cc1nc(N2CCOCC2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392696,Cc1nc(NC(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392695,Cc1nc(N(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392694,CNc1nc(-c2ccccc2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392693,CNc1nc(C2CCCCC2)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,1.0,active
CHEMBL2392715,CCc1nc(NC)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,4.0,active
CHEMBL2392714,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,3.0,active
CHEMBL2392713,CNc1nc(N(C)CCN(C)C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,80.0,active
CHEMBL2392712,CNc1nc(NC)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,20.0,active
CHEMBL2392711,CNc1nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(N2CCN(C)CC2)n1,40.0,active
CHEMBL2397149,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2)ccn1,0.5,active
CHEMBL2397136,CNC(=O)c1cc(Oc2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)ccn1,0.5,active
CHEMBL1257634,CS(=O)(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,2.9,active
CHEMBL1258904,CCC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,3.7,active
CHEMBL2397137,CNC(=O)c1cc(O[C@H]2CC[C@@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)ccn1,0.5,active
CHEMBL2397138,CNC(=O)c1ccc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)cc1,0.5,active
CHEMBL2397139,CNC(=O)c1ccc(O[C@H]2CC[C@H](NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,0.5,active
CHEMBL2397140,CNC(=O)c1ccc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)cc1,0.5,active
CHEMBL2397148,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,0.9,active
CHEMBL242459,O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,1.5,active
CHEMBL2397147,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,0.5,active
CHEMBL2397146,CNC(=O)c1ccc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)cn1,0.5,active
CHEMBL2397145,CNC(=O)c1cccc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)c1,1.0,active
CHEMBL2397144,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CC[C@H](Oc2cccc(C(=O)O)c2)CC1,8.6,active
CHEMBL2397143,CNC(=O)c1cc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)ccn1,0.5,active
CHEMBL2397142,CN(C)C(=O)c1cc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)ccn1,0.5,active
CHEMBL2397141,CNC(=O)c1cc(O[C@H]2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)ccn1,0.5,active
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,10000.0,inactive
CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0.5,active
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,12.0,active
CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,2200.0,intermediate
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,6.0,active
CHEMBL2398217,CCCCCCCCS(=O)(=O)CCCCCCCC,100000.0,inactive
CHEMBL2398216,CCCCCCCCSCCCCCCCC,100000.0,inactive
CHEMBL2398215,CCCCCCCCC(=O)CCCCCCCC,100000.0,inactive
CHEMBL354676,O=C(Nc1ccccc1)Nc1ccccc1,400.0,active
CHEMBL2398220,O=C(Cc1ccccc1)Nc1ccccc1,11000.0,inactive
CHEMBL2398219,CCCCCCCC[S+]([O-])CCCCCCCC,1350.0,intermediate
CHEMBL2398218,CCCCCCCC[S+]([O-])Cc1ccccc1,6800.0,intermediate
CHEMBL190496,[O-][S+](Cc1ccccc1)Cc1ccccc1,70000.0,inactive
CHEMBL215387,O=C(O)CCCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,6.5,active
CHEMBL2424982,Cc1cc(C2CCN(C(=O)Nc3ccccc3)CC2)n(-c2ccc(S(C)(=O)=O)cc2)n1,220.0,active
CHEMBL2424981,Cc1cc(C2CCN(C(=O)NC3CCCCC3)CC2)n(-c2ccc(S(C)(=O)=O)cc2)n1,3471.0,intermediate
CHEMBL2425012,CCCCNC(=O)N1CCC(c2cc(C)nn2-c2ccc(S(C)(=O)=O)cc2)CC1,269.0,active
CHEMBL2425011,Cc1cc(C2CCN(C(=O)NC(C)C)CC2)n(-c2ccc(S(C)(=O)=O)cc2)n1,13607.0,inactive
CHEMBL2425007,Cc1ccc(NC(=O)N2CCC(c3cc(C)nn3-c3ccc(S(N)(=O)=O)cc3)CC2)cc1,224.0,active
CHEMBL2425005,Cc1cc(C2CCN(C(=O)Nc3ccccc3)CC2)n(-c2ccc(S(N)(=O)=O)cc2)n1,16699.0,inactive
CHEMBL2425004,Cc1cc(C2CCN(C(=O)NC3CCCCC3)CC2)n(-c2ccc(S(N)(=O)=O)cc2)n1,275.0,active
CHEMBL2425003,CCCCNC(=O)N1CCC(c2cc(C)nn2-c2ccc(S(N)(=O)=O)cc2)CC1,10082.0,inactive
CHEMBL2425002,Cc1cc(C2CCN(C(=O)NC(C)C)CC2)n(-c2ccc(S(N)(=O)=O)cc2)n1,22256.0,inactive
CHEMBL2436558,O=C(NC12CC3CC(CC(C3)C1)C2)N1CCC2(CC1)CCN(C(=O)c1c(F)cccc1F)C2,200.0,active
CHEMBL2436559,O=C(NC12CC3CC(CC(C3)C1)C2)N1CCC2(CC1)CCN(C(=O)c1c(F)cccc1F)CC2,466.3,active
CHEMBL2436567,O=C(Nc1cccc(OCC(F)(F)F)c1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,35.3,active
CHEMBL2436561,N#Cc1ccc(NC(=O)N2CCC3(CCN(C(=O)c4c(F)cccc4F)CC3)C2)cc1,51.7,active
CHEMBL2436571,O=C(Nc1ccc(Cl)cc1Cl)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,115.0,active
CHEMBL2436560,COc1ccc(NC(=O)N2CCC3(CCN(C(=O)c4c(F)cccc4F)CC3)C2)cc1,151.6,active
CHEMBL2436557,O=C(NC12CC3CC(CC(C3)C1)C2)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,175.6,active
CHEMBL2436573,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3cc(O)ccc3F)CC2)C1,0.2,active
CHEMBL2436575,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3cccc4ncccc34)CC2)C1,0.2,active
CHEMBL2436579,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3cnoc3C3CC3)CC2)C1,0.2,active
CHEMBL2436563,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,0.3,active
CHEMBL2436574,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3ccccc3Cl)CC2)C1,0.3,active
CHEMBL2436586,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3(C(F)(F)F)CC3)CC2)C1,0.3,active
CHEMBL2436591,CCC(CC)C(=O)N1CCC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)C2)CC1,0.3,active
CHEMBL2436564,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,0.4,active
CHEMBL2436577,Cc1cnc(C(=O)N2CCC3(CCN(C(=O)Nc4ccc(OC(F)(F)F)cc4)C3)CC2)cn1,0.4,active
CHEMBL2436578,Cc1cc(C(=O)N2CCC3(CCN(C(=O)Nc4ccc(OC(F)(F)F)cc4)C3)CC2)no1,0.4,active
CHEMBL2436593,O=C(CCc1cccc(O)c1)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)C2,0.4,active
CHEMBL2436580,Cc1occc1C(=O)N1CCC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)C2)CC1,0.5,active
CHEMBL2436587,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CC3(F)F)CC2)C1,0.5,active
CHEMBL2436589,O=C(CC1CC1)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)C2,0.6,active
CHEMBL2436590,CC(C)(C)C(=O)N1CCC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)C2)CC1,0.6,active
CHEMBL2436572,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3ccccc3F)CC2)C1,0.7,active
CHEMBL2436584,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CCCCC3)CC2)C1,0.7,active
CHEMBL2436576,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3cccc4[nH]cnc34)CC2)C1,0.8,active
CHEMBL2436592,CCCCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)C2,0.8,active
CHEMBL2436581,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3ccco3)CC2)C1,0.9,active
CHEMBL2436568,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,1.1,active
CHEMBL2436585,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CCC(O)CC3)CC2)C1,1.2,active
CHEMBL2436588,CC1CC1C(=O)N1CCC2(CCN(C(=O)Nc3ccc(OC(F)(F)F)cc3)C2)CC1,1.3,active
CHEMBL2436582,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CCOC3)CC2)C1,2.8,active
CHEMBL2436583,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CCOCC3)CC2)C1,3.0,active
CHEMBL2436570,Cc1cc(NC(=O)N2CCC3(CCN(C(=O)c4c(F)cccc4F)CC3)C2)ccc1Cl,3.4,active
CHEMBL2436569,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,3.5,active
CHEMBL2436565,O=C(Nc1ccc(OCC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,5.7,active
CHEMBL2436562,O=C(Nc1ccc(Cl)cc1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,6.7,active
CHEMBL2436566,O=C(Nc1cccc(C(F)(F)F)c1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,16.1,active
CHEMBL3099680,O=C(Nc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1)C12CC3CC(CC(C3)C1)C2,170.0,active
CHEMBL3099679,c1coc(-c2nc3ccccc3o2)c1,133000.0,inactive
CHEMBL3099678,COC(=O)Nc1nc(-c2ccccc2)c(C)s1,379000.0,inactive
CHEMBL1313977,O=C(NCCOc1ccccc1)C1CCCCC1,3000.0,intermediate
CHEMBL201094,c1coc(-c2nc3ccccc3[nH]2)c1,207000.0,inactive
CHEMBL3099593,CCCCNC(=O)Nc1ccc(C(N)=O)cn1,57000.0,inactive
CHEMBL3099592,O/N=C1C(=C\c2ccc(O)cc2)\N2CCC\1CC2,95000.0,inactive
CHEMBL3099591,COc1ccc2c(=O)cc(C(F)(F)F)oc2c1,91000.0,inactive
CHEMBL3099590,Nc1ccc2[nH]c(-c3ccco3)nc2c1,18000.0,inactive
CHEMBL1594316,COc1ccc(-c2cn3ccccc3n2)cc1,75000.0,inactive
CHEMBL83103,c1cncc(-c2nc3ccccc3[nH]2)c1,91000.0,inactive
CHEMBL3104443,O=C(Cc1ccccn1)N1CCC2(CC1)CN(C(=O)Nc1ccc(OC(F)(F)F)cc1)CCO2,0.7,active
CHEMBL3104442,COc1ccccc1CC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(OC(F)(F)F)cc1)CCO2,0.5,active
CHEMBL3104441,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)C3(c4ccccc4)CC3)CC2)C1,0.4,active
CHEMBL3104440,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)C3CCCCC3)CC2)C1,0.6,active
CHEMBL3104439,O=C(CC1CC1)N1CCC2(CC1)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)CCO2,2.1,active
CHEMBL3104438,CC(C)(C)C(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)CCO2,2.9,active
CHEMBL3104437,O=C1Cc2cc(C(=O)N3CCC4(CC3)CN(C(=O)Nc3ccc(OC(F)(F)F)cc3)CCO4)ccc2N1,1.8,active
CHEMBL3104436,Cc1cnc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CCO3)cn1,0.9,active
CHEMBL3104435,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3cc(Cl)ccn3)CC2)C1,0.6,active
CHEMBL3104434,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccccn3)CC2)C1,4.2,active
CHEMBL3104433,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3c[nH]nc3C3CC3)CC2)C1,1.1,active
CHEMBL3104432,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3cnoc3C3CC3)CC2)C1,0.6,active
CHEMBL3104431,Cc1cc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CCO3)no1,1.4,active
CHEMBL3104430,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccco3)CC2)C1,5.4,active
CHEMBL3104623,N#Cc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2ccc(C(F)(F)F)cc2)CCO3)cc1,1.9,active
CHEMBL3104622,CC(=O)Nc1ccccc1C(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)CCO2,0.8,active
CHEMBL3104621,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccc(Cl)cc3)CC2)C1,1.0,active
CHEMBL3104620,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3cccc(Cl)c3)CC2)C1,1.2,active
CHEMBL3104619,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccccc3Cl)CC2)C1,1.4,active
CHEMBL3104618,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccccc3)CC2)C1,3.2,active
CHEMBL3104617,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,1.3,active
CHEMBL3102876,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3ccccc3F)CC2)C1,1.1,active
CHEMBL3104616,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCCN(C(=O)c3c(F)cccc3F)C2)CC1,2.96,active
CHEMBL3104615,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,0.125,active
CHEMBL3104445,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)CN(C(=O)c1c(F)cccc1F)CCO2,5.4,active
CHEMBL3104444,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCOC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1,0.7,active
CHEMBL3103810,O=C(CNC1C2CC3CC(C2)CC1C3)NOCc1ccccc1,10000.0,inactive
CHEMBL3103809,O=C(NOC1CCCCO1)C(=O)NC1C2CC3CC(C2)CC1C3,10000.0,inactive
CHEMBL3103808,CON(C)C(=O)C(=O)NC1C2CC3CC(C2)CC1C3,10000.0,inactive
CHEMBL3103803,O=C(NOCc1ccc([N+](=O)[O-])cc1)C(=O)NC1C2CC3CC(C2)CC1C3,10000.0,inactive
CHEMBL3103801,O=C(NOc1ccccc1)C(=O)NC1C2CC3CC(C2)CC1C3,10000.0,inactive
CHEMBL3103798,O=C(NOCc1ccccc1)C(=O)NC12CC3CC(CC(C3)C1)C2,10000.0,inactive
CHEMBL3103797,O=C(NCCCc1ccccc1)C(=O)NOCc1ccccc1,10000.0,inactive
CHEMBL3103815,O=C(NOC1CCCCO1)C(=O)Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,1000.0,active
CHEMBL1433300,O=C(NCc1ccccc1)C12CC3CC(CC(C3)C1)C2,1000.0,active
CHEMBL3103805,O=C(NOCCc1ccccc1)C(=O)NC1C2CC3CC(C2)CC1C3,4400.0,intermediate
CHEMBL3103807,CN(OCc1ccccc1)C(=O)C(=O)NC1C2CC3CC(C2)CC1C3,3200.0,intermediate
CHEMBL3103804,O=C(NOCc1ccc(Cl)cc1)C(=O)NC1C2CC3CC(C2)CC1C3,2300.0,intermediate
CHEMBL3103802,COC(=O)c1ccc(CONC(=O)C(=O)NC2C3CC4CC(C3)CC2C4)cc1,1500.0,intermediate
CHEMBL3103799,O=C(NCC12CC3CC(CC(C3)C1)C2)C(=O)NOCc1ccccc1,838.0,active
CHEMBL3103806,O=C(NOCCCc1ccccc1)C(=O)NC1C2CC3CC(C2)CC1C3,550.0,active
CHEMBL3103812,CC(C)(C)ONC(=O)C(=O)Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,408.0,active
CHEMBL3103811,CONC(=O)C(=O)Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,280.0,active
CHEMBL3103814,CON(C)C(=O)C(=O)N(C)c1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,204.0,active
CHEMBL3103813,CON(C)C(=O)C(=O)Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1,190.0,active
CHEMBL3103816,CON(C)C(=O)C(=O)Nc1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1,69.0,active
CHEMBL3103800,O=C(NOCc1ccccc1)C(=O)NC1C2CC3CC(C2)CC1C3,50.0,active
CHEMBL3103787,CON(C)C(=O)C(=O)Nc1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1,35.0,active
CHEMBL3103822,O=C(NCc1ccc(NC(=O)C(=O)NOC2CCCCO2)cc1)NC12CC3CC(CC(C3)C1)C2,19.0,active
CHEMBL3103819,CC(C)(C)ONC(=O)C(=O)Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,19.0,active
CHEMBL1539296,O=C(NCc1ccccc1)NC12CC3CC(CC(C3)C1)C2,16.0,active
CHEMBL3103786,CON(C)C(=O)C(=O)N(C)c1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1,7.9,active
CHEMBL3103818,CONC(=O)C(=O)Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,6.6,active
CHEMBL3103820,CON(C)C(=O)C(=O)Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,5.0,active
CHEMBL3103817,CON(C)C(=O)C(=O)N(C)c1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1,4.4,active
CHEMBL3103821,CON(C)C(=O)C(=O)N(C)c1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,1.2,active
CHEMBL3114610,O=C(O)Cc1ccc(OC2CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1,4.3,active
CHEMBL3114609,O=C(O)c1ccc(OC2CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1,2.6,active
CHEMBL3114608,O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC(Oc2ccc(-c3nn[nH]n3)cc2)CC1,3.3,active
CHEMBL3114607,O=C(O)Cc1ccc(OC2CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,43.2,active
CHEMBL3114606,O=C(O)c1ccc(OC2CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,30.3,active
